el_salvador,US Census Bureau Population Estimate By Country El Salvador,6.126
estonia,US Census Bureau Population Estimate By Country Estonia,1.258
ethiopia,US Census Bureau Population Estimate By Country Ethiopia,96.633
fiji,US Census Bureau Population Estimate By Country Fiji,0.903
gabon,US Census Bureau Population Estimate By Country Gabon,1.673
gambia,US Census Bureau Population Estimate By Country Gambia,1.9260000000000002
georgia,US Census Bureau Population Estimate By Country Georgia,4.936
ghana,US Census Bureau Population Estimate By Country Ghana,25.758
grenada,US Census Bureau Population Estimate By Country Grenada,0.11
guam,US Census Bureau Population Estimate By Country Guam,0.161
guatemala,US Census Bureau Population Estimate By Country Guatemala,14.647
guyana,US Census Bureau Population Estimate By Country Guyana,0.736
haiti,US Census Bureau Population Estimate By Country Haiti,9.997
honduras ,US Census Bureau Population Estimate By Country Honduras,8.599
croatia,US Census Bureau Population Estimate By Country Croatia,4.471
iceland,US Census Bureau Population Estimate By Country Iceland,0.317
iran,US Census Bureau Population Estimate By Country Iran,80.841
iraq,US Census Bureau Population Estimate By Country Iraq,32.586
israel,US Census Bureau Population Estimate By Country Israel,7.822
ivory_coast,US Census Bureau Population Estimate By Country Ivory Coast,22.849
jamaica,US Census Bureau Population Estimate By Country Jamaica,2.93
jordan,US Census Bureau Population Estimate By Country Jordan,6.5280000000000005
kazakhstan,US Census Bureau Population Estimate By Country Kazakhstan,17.949
kuwait,US Census Bureau Population Estimate By Country Kuwait,2.743
kyrgyzstan,US Census Bureau Population Estimate By Country Kyrgyzstan,5.604
laos,US Census Bureau Population Estimate By Country Laos,6.804
latvia,US Census Bureau Population Estimate By Country Latvia,2.165
lebanon,US Census Bureau Population Estimate By Country Lebanon,4.1370000000000005
libya,US Census Bureau Population Estimate By Country Libya,6.244
liechtenstein,US Census Bureau Population Estimate By Country Liechtenstein,0.037
lithuania,US Census Bureau Population Estimate By Country Lithuania,3.5060000000000002
luxembourg,US Census Bureau Population Estimate By Country Luxembourg,0.521
macau,US Census Bureau Population Estimate By Country Macao,0.588
macedonia,US Census Bureau Population Estimate By Country Macedonia,2.092
madagascar,US Census Bureau Population Estimate By Country Madagascar,23.202
maldives,US Census Bureau Population Estimate By Country Maldives,0.394
mali,US Census Bureau Population Estimate By Country Mali,16.456
malta,US Census Bureau Population Estimate By Country Malta,0.413
malawi,US Census Bureau Population Estimate By Country Malawi,17.242
martinique,US Census Bureau Population Estimate By Country Martinique,0.439
mauritius,US Census Bureau Population Estimate By Country Mauritius,1.331
moldova,US Census Bureau Population Estimate By Country Moldova,3.583
monaco,US Census Bureau Population Estimate By Country Monaco,0.031
mangolia,US Census Bureau Population Estimate By Country Mongolia,2.953
montenegro,US Census Bureau Population Estimate By Country Montenegro,0.65
morocco,US Census Bureau Population Estimate By Country Morocco,32.987
mozambique,US Census Bureau Population Estimate By Country Mozambique,24.692
namibia,US Census Bureau Population Estimate By Country Namibia,2.198
nepal,US Census Bureau Population Estimate By Country Nepal,30.987
new_zealand,US Census Bureau Population Estimate By Country New Zealand,4.402
nicaragua,US Census Bureau Population Estimate By Country Nicaragua,5.849
niger,US Census Bureau Population Estimate By Country Niger,17.466
oman,US Census Bureau Population Estimate By Country Oman,3.22
panama,US Census Bureau Population Estimate By Country Panama,3.608
paraguay,US Census Bureau Population Estimate By Country Paraguay,6.704
puerto_rico,US Census Bureau Population Estimate By Country Puerto Rico,3.621
qatar,US Census Bureau Population Estimate By Country Qatar,2.123
romania,US Census Bureau Population Estimate By Country Romania,21.73
samoa,US Census Bureau Population Estimate By Country Samoa,0.197
senegal,US Census Bureau Population Estimate By Country Senegal,13.636
serbia,US Census Bureau Population Estimate By Country Serbia,7.21
seychelles,US Census Bureau Population Estimate By Country Seychelles,0.092
sierra_leone,US Census Bureau Population Estimate By Country Sierra Leone,5.744
slovakia,US Census Bureau Population Estimate By Country Slovakia,5.493
st_lucia,US Census Bureau Population Estimate By Country St Lucia,0.163
slovenia,US Census Bureau Population Estimate By Country Slovenia,1.988
solomon_islands,US Census Bureau Population Estimate By Country Solomon Islands,0.61
somalia,US Census Bureau Population Estimate By Country Somalia,10.428
sudan,US Census Bureau Population Estimate By Country Sudan,35.482
suriname,US Census Bureau Population Estimate By Country Suriname,0.573
swaziland,US Census Bureau Population Estimate By Country Swaziland,1.42
syria,US Census Bureau Population Estimate By Country Syria,22.598
tajikistan,US Census Bureau Population Estimate By Country Tajikistan,8.052
tanzania,US Census Bureau Population Estimate By Country Tanzania,49.639
togo,US Census Bureau Population Estimate By Country Togo,7.351
tongo,US Census Bureau Population Estimate By Country Tonga,0.106
trinidad_and_tobago,US Census Bureau Population Estimate By Country Trinidad & Tobago,1.224
turkmenistan,US Census Bureau Population Estimate By Country Turkmenistan,5.172
united_arab_emirates,US Census Bureau Population Estimate By Country United Arab Emirates,5.629
uganda,US Census Bureau Population Estimate By Country Uganda,35.919
ukraine,US Census Bureau Population Estimate By Country Ukraine,44.291
uruguay,US Census Bureau Population Estimate By Country Uruguay,3.333
vanatu,US Census Bureau Population Estimate By Country Vanuatu,0.267
yemen,US Census Bureau Population Estimate By Country Yemen,26.053
zambia,US Census Bureau Population Estimate By Country Zambia,14.639
zimbabwe,US Census Bureau Population Estimate By Country Zimbabwe,13.772
united_states,US Census Bureau Birthrate Estimate United States,13.4
japan,US Census Bureau Birthrate Estimate Japan,8.1
russia,US Census Bureau Birthrate Estimate Russia,11.9
france,US Census Bureau Birthrate Estimate France,12.5
chile,US Census Bureau Birthrate Estimate Chile,14.0
india,US Census Bureau Birthrate Estimate India,19.9
south_korea,US Census Bureau Birthrate Estimate South Korea,8.3
spain,US Census Bureau Birthrate Estimate Spain,9.9
united_kingdom,US Census Bureau Birthrate Estimate United Kingdom,12.2
brazil,US Census Bureau Birthrate Estimate Brazil,14.7
canada,US Census Bureau Birthrate Estimate Canada,10.3
australia,US Census Bureau Birthrate Estimate Austria,8.8
greece,US Census Bureau Birthrate Estimate Greece,8.8
south_africa,US Census Bureau Birthrate Estimate South Africa,18.9
china,US Census Bureau Birthrate Estimate China,12.2
hungary,US Census Bureau Birthrate Estimate Hungary,9.3
world,US Census Bureau Birthrate Estimate,18.4
mexico,US Census Bureau Birthrate Estimate Mexico,19.0
poland,US Census Bureau Birthrate Estimate Poland,9.8
belgium,US Census Bureau Birthrate Estimate Belgium,10.0
denmark,US Census Bureau Birthrate Estimate Denmark,10.2
finland,US Census Bureau Birthrate Estimate Finland,10.4
ireland,US Census Bureau Birthrate Estimate Ireland,15.2
luxembourg,US Census Bureau Birthrate Estimate Luxembourg,11.8
argentina,US Census Bureau Birthrate Estimate Argentina,16.9
australia,US Census Bureau Birthrate Estimate Australia,12.2
bahrain,US Census Bureau Birthrate Estimate Bahrain,13.9
barbados,US Census Bureau Birthrate Estimate Barbados,12.0
botswana,US Census Bureau Birthrate Estimate Botswana,21.3
bulgaria,US Census Bureau Birthrate Estimate Bulgaria,8.9
colombia,US Census Bureau Birthrate Estimate Colombia,16.7
croatia,US Census Bureau Birthrate Estimate Croatia,9.5
cyprus,US Census Bureau Birthrate Estimate Cyprus,11.4
czech_republic,US Census Bureau Birthrate Estimate Czech Republic,9.8
egypt,US Census Bureau Birthrate Estimate Egypt,23.4
estonia,US Census Bureau Birthrate Estimate Estonia,10.3
germany,US Census Bureau Birthrate Estimate Germany,8.4
hong_kong,US Census Bureau Birthrate Estimate Hong Kong,9.4
iceland,US Census Bureau Birthrate Estimate Iceland,13.1
indonesia,US Census Bureau Birthrate Estimat Indonesia,17.0
italy,US Census Bureau Birthrate Estimate Italy,8.8
jamaica,US Census Bureau Birthrate Estimate Jamaica,18.4
jordan,US Census Bureau Birthrate Estimate Jordan,25.9
kenya,US Census Bureau Birthrate Estimate Kenya,28.3
kuwait,US Census Bureau Birthrate Estimate Kuwait,20.3
latvia,US Census Bureau Birthrate Estimate Latvia,9.8
lebanon,US Census Bureau Birthrate Estimate Lebanon,14.6
lithuania,US Census Bureau Birthrate Estimate Lithuania,9.4
malaysia,US Census Bureau Birthrate Estimate Malaysia,20.1
malta,US Census Bureau Birthrate Estimate Malta,10.2
morocco,US Census Bureau Birthrate Estimate Morocco,18.5
netherlands,US Census Bureau Birthrate Estimate Netherlands,10.8
new_zealand,US Census Bureau Birthrate Estimate New Zealand,13.4
nigeria,US Census Bureau Birthrate Estimate Nigeria,38.0
norway,US Census Bureau Birthrate Estimate Norway,12.1
oman,US Census Bureau Birthrate Estimate Oman,24.5
pakistan,US Census Bureau Birthrate Estimate Pakistan,23.2
peru,US Census Bureau Birthrate Estimate Peru,18.6
philippines,US Census Bureau Birthrate Estimate Philippines,24.2
portugal,US Census Bureau Birthrate Estimate Portugal,9.4
switzerland,US Census Bureau Birthrate Estimate Switzerland,10.5
taiwan,US Census Bureau Birthrate Estimate Taiwan,8.6
turkey,US Census Bureau Birthrate Estimate Turkey,16.9
venezuela,US Census Bureau Birthrate Estimate Venezuela,19.4
czech_republic,IMF Czech Republic Wages: Monthly Earnings,221.029
slovakia,IMF Slovak Republic Wages: Monthly Earnings,208.262
estonia,IMF Estonia Wages: Monthly Earnings,100.0
hungary,IMF Hungary Wages: Monthly Earnings,128.598
lithuania,IMF Lithuania Wages: Monthly Earnings,113.0
mongolia,IMF Mongolia Wages: Monthly Earnings,131.879
croatia,IMF Croatia Wages: Monthly Earnings,102.905
slovenia,IMF Slovenia Wages: Monthly Earnings,102.46
macedonia,IMF Macedonia Wages: Monthly Earnings,104.523
kazakhstan,IMF Kazakhstan Wages: Monthly Earnings,135.303
israel,IMF Israel Wages: Monthly Earnings,114.265
sri_lanka,IMF Sri Lanka Wages: Monthly Earnings,100.275
fiji,IMF Fiji Wages: Monthly Earnings,109.536
trinidad_and_tobago,IMF Trinidad & Tobago Wages: Monthly Earnings,111.098
belgium,IMF Belgium Wages: Monthly Earnings,null
italy,IMF Italy Wages: Hourly Earnings Mfg,105.051
netherlands,IMF Netherlands Wages: Monthly Earnings,106.103
canada,IMF Canada Wages: Hourly Earnings Mfg,104.272
finland,IMF Finland Wages: Hourly Earnings Mfg,108.4
iceland,IMF Iceland Wages: Monthly Earnings,42.5882
spain,IMF Spain Wages: Monthly Earnings,87.8793
new_zealand,IMF New Zealand Wages: Monthly Earnings,104.498
switzerland,IMF Switzerland Wages: Monthly Earnings,116.208
italy,IMF Italy Wages: Monthly Earnings,null
poland,IMF Poland Wages: Monthly Earnings,117.266
romania,IMF Romania Wages: Monthly Earnings,119.581
australia,IMF Austria Wages: Monthly Earnings,96.9761
latvia,IMF Latvia Wages: Monthly Earnings,120.34
greece,IMF Greece Wages: Nominal Monthly Earnings,90.1131
sweden,IMF Sweden Wages: Monthly Earnings,112.406
australia,IMF Australia Wages: Monthly Earnings,48.6409
chile,IMF Chile Wages: Monthly Earnings,173.439
hong_kong,IMF China Hong Kong Wages: Monthly Earnings,139.978
mexico,IMF Mexico Wages: Monthly Earnings,102.179
france,IMF France Wages: Monthly Earnings,111.013
canada,US Census Bureau Birthrate Estimate Canada,10.3
norway,IMF Norway Wages: Monthly Earnings,117.372
aruba,Life Expectancy at Birth Total Aruba,75.2068
afghanistan,Life Expectancy at Birth Total Afghanistan,60.5091
angola,Life Expectancy at Birth Total Angola,51.464
albania,Life Expectancy at Birth Total Albania,77.3505
andorra,Life Expectancy at Birth Total Andorra,null
united_arab_emirates,Life Expectancy at Birth Total United Arab Emirates,76.9579
argentina,Life Expectancy at Birth Total Argentina,76.0127
armenia,Life Expectancy at Birth Total Armenia,74.4372
american_samoa,Life Expectancy at Birth Total American Samoa,null
antigua_and_barbuda,Life Expectancy at Birth Total Antigua And Barbuda,75.6653
australia,Life Expectancy at Birth Total Australia,82.0951
austria,Life Expectancy at Birth Total Austria,80.9366
azerbaijan,Life Expectancy at Birth Total Azerbaijan,70.625
burundi,Life Expectancy at Birth Total Burundi,53.6288
belgium,Life Expectancy at Birth Total Belgium,80.3854
benin,Life Expectancy at Birth Total Benin,59.1195
burkina_faso,Life Expectancy at Birth Total Burkina Faso,55.862
bangladesh,Life Expectancy at Birth Total Bangladesh,70.2949
bulgaria,Life Expectancy at Birth Total Bulgaria,74.3146
bahrain,Life Expectancy at Birth Total Bahrain,76.5362
bahamas,Life Expectancy at Birth Total Bahamas The,74.9145
bosnia,Life Expectancy at Birth Total Bosnia And Herzegovina,76.1211
belarus,Life Expectancy at Birth Total Belarus,72.0634
belize,Life Expectancy at Birth Total Belize,73.6991
bermuda,Life Expectancy at Birth Total Bermuda,79.2885
bolivia,Life Expectancy at Birth Total Bolivia,66.9266
brazil,Life Expectancy at Birth Total Brazil,73.6179
barbados,Life Expectancy at Birth Total Barbados,75.132
bhutan,Life Expectancy at Birth Total Bhutan,67.8893
botswana,Life Expectancy at Birth Total Botswana,46.9907
central_african_republic,Life Expectancy at Birth Total Central African Republic,49.4754
canada,Life Expectancy at Birth Total Canada,81.238
switzerland,Life Expectancy at Birth Total Switzerland,82.6976
channel_islands,Life Expectancy at Birth Total Channel Islands,80.1198
chile,Life Expectancy at Birth Total Chile,79.5727
china,Life Expectancy at Birth Total China,75.1995
cote_divoire,Life Expectancy at Birth Total Cote Divoire,50.4017
cameroon,Life Expectancy at Birth Total Cameroon,54.5875
congo_dem_rep,Life Expectancy at Birth Total Congo Dem Rep,49.6233
congo_rep,Life Expectancy at Birth Total Congo Rep,58.2966
colombia,Life Expectancy at Birth Total Colombia,73.7771
comoros,Life Expectancy at Birth Total Comoros,60.644
cape_verde,Life Expectancy at Birth Total Cape Verde,74.5437
costa_rica,Life Expectancy at Birth Total Costa Rica,79.705
cuba,Life Expectancy at Birth Total Cuba,79.067
curacao,Life Expectancy at Birth Total Curacao,77.4732
cayman_islands,Life Expectancy at Birth Total Cayman Islands,null
cyprus,Life Expectancy at Birth Total Cyprus,79.6371
czech_republic,Life Expectancy at Birth Total Czech Republic,78.0756
germany,Life Expectancy at Birth Total Germany,80.8927
djibouti,Life Expectancy at Birth Total Djibouti,61.304
dominica,Life Expectancy at Birth Total Dominica,76.61
denmark,Life Expectancy at Birth Total Denmark,80.0512
deominican_republic,Life Expectancy at Birth Total Dominican Republic,73.233
algeria,Life Expectancy at Birth Total Algeria,70.8822
east_asia_&_developing_only,Life Expectancy at Birth Total East Asia & Pacific Developing Only,73.8223
east_asia_&_pacific_all_income_levels,Life Expectancy at Birth Total East Asia & Pacific All Income Levels,74.7329
europe_&_central_asia_developing_only,Life Expectancy at Birth Total Europe & Central Asia Developing Only,72.2734
europe_&_central_asia_all_income_levels,Life Expectancy at Birth Total Europe & Central Asia All Income Levels,76.7038
ecuador,Life Expectancy at Birth Total Ecuador,76.1926
egypt_arab_rep,Life Expectancy at Birth Total Egypt Arab Rep,70.9072
euro_area,Life Expectancy at Birth Total Euro Area,81.6144
eritrea,Life Expectancy at Birth Total Eritrea,62.2348
spain,Life Expectancy at Birth Total Spain,82.378
estonia,Life Expectancy at Birth Total Estonia,76.4268
ethiopia,Life Expectancy at Birth Total Ethiopia,62.966
finland,Life Expectancy at Birth Total Finland,80.6268
fiji,Life Expectancy at Birth Total Fiji,69.7447
faeroe_islands,Life Expectancy at Birth Total Faeroe Islands,82.039
micronesia_fed_sts,Life Expectancy at Birth Total Micronesia Fed Sts,68.8502
gabon,Life Expectancy at Birth Total Gabon,63.0739
united_kingdom,Life Expectancy at Birth Total United Kingdom,81.5
georgia,Life Expectancy at Birth Total Georgia,73.9449
ghana,Life Expectancy at Birth Total Ghana,60.9471
gibraltar,Life Expectancy at Birth Total Gibraltar,null
guinea,Life Expectancy at Birth Total Guinea,55.8447
gambia,Life Expectancy at Birth Total Gambia The,58.6071
guineabissau,Life Expectancy at Birth Total Guineabissau,54.0336
equatorial_guinea,Life Expectancy at Birth Total Equatorial Guinea,52.6129
greece,Life Expectancy at Birth Total Greece,80.6341
grenada,Life Expectancy at Birth Total Grenada,72.6103
greenland,Life Expectancy at Birth Total Greenland,71.0324
guatemala,Life Expectancy at Birth Total Guatemala,71.6639
guam,Life Expectancy at Birth Total Guam,78.6186
guyana,Life Expectancy at Birth Total Guyana,66.0463
high_income,Life Expectancy at Birth Total High Income,79.2953
hong_kong_sar_china,Life Expectancy at Birth Total Hong Kong SAR China,83.4805
honduras,Life Expectancy at Birth Total Honduras,73.4934
croatia,Life Expectancy at Birth Total Croatia,76.9244
haiti,Life Expectancy at Birth Total Haiti,62.7027
hungary,Life Expectancy at Birth Total Hungary,75.0634
indonesia,Life Expectancy at Birth Total Indonesia,70.6072
isle_of_man,Life Expectancy at Birth Total Isle Of Man,77.9659
india,Life Expectancy at Birth Total India,66.2109
ireland,Life Expectancy at Birth Total Ireland,80.8951
iran_islamic_rep,Life Expectancy at Birth Total Iran Islamic Rep,73.7627
iraq,Life Expectancy at Birth Total Iraq,69.2419
iceland,Life Expectancy at Birth Total Iceland,82.9171
jamaica,Life Expectancy at Birth Total Jamaica,73.2825
jordan,Life Expectancy at Birth Total Jordan,73.7474
kazakhstan,Life Expectancy at Birth Total Kazakhstan,69.61
kenya,Life Expectancy at Birth Total Kenya,61.0832
kyrgyz_republic,Life Expectancy at Birth Total Kyrgyz Republic,70.0024
cambodia,Life Expectancy at Birth Total Cambodia,71.4088
kiribati,Life Expectancy at Birth Total Kiribati,68.5323
st_kitts_and_nevis,Life Expectancy at Birth Total St Kitts And Nevis,74.75
korea_rep,Life Expectancy at Birth Total Korea Rep,81.3683
kosovo,Life Expectancy at Birth Total Kosovo,70.4976
kuwait,Life Expectancy at Birth Total Kuwait,74.359
latin_america_&_caribbean_developing_only,Life Expectancy at Birth Total Latin America & Caribbean Developing Only,74.462
lao_pdr,Life Expectancy at Birth Total Lao Pdr,67.8059
lebanon,Life Expectancy at Birth Total Lebanon,79.8464
liberia,Life Expectancy at Birth Total Liberia,60.2064
libya,Life Expectancy at Birth Total Libya,75.176
st_lucia,Life Expectancy at Birth Total St Lucia,74.6742
latin_america_&_caribbean_all_income_levels,Life Expectancy at Birth Total Latin America & Caribbean All Income Levels,74.6387
least_developed_countries_un_classification,Life Expectancy at Birth Total Least Developed Countries UN Classification,61.1252
low_income,Life Expectancy at Birth Total Low Income,61.6187
liechtenstein,Life Expectancy at Birth Total Liechtenstein,82.3829
sri_lanka,Life Expectancy at Birth Total Sri Lanka,74.068
lower_middle_income,Life Expectancy at Birth Total Lower Middle Income,66.209
low_&_middle_income,Life Expectancy at Birth Total Low & Middle Income,68.8534
lesotho,Life Expectancy at Birth Total Lesotho,48.836
lithuania,Life Expectancy at Birth Total Lithuania,73.8634
luxembourg,Life Expectancy at Birth Total Luxembourg,81.3927
latvia,Life Expectancy at Birth Total Latvia,73.778
macao_sar_china,Life Expectancy at Birth Total Macao SAR China,80.1278
st_martin_french_part,Life Expectancy at Birth Total St Martin French Part,79.022
morocco,Life Expectancy at Birth Total Morocco,70.6431
monaco,Life Expectancy at Birth Total Monaco,1.5914000000000001
moldova,Life Expectancy at Birth Total Moldova,68.6934
madagascar,Life Expectancy at Birth Total Madagascar,64.2486
maldives,Life Expectancy at Birth Total Maldives,77.5738
middle_east_&_north_africa_all_income_levels,Life Expectancy at Birth Total Middle East & North Africa All Income Levels,72.1873
mexico,Life Expectancy at Birth Total Mexico,77.1351
marshall_islands,Life Expectancy at Birth Total Marshall Islands,65.239
middle_income,Life Expectancy at Birth Total Middle Income,70.0756
macedonia_fyr,Life Expectancy at Birth Total Macedonia FYR,75.0313
mali,Life Expectancy at Birth Total Mali,54.6039
malta,Life Expectancy at Birth Total Malta,80.7463
myanmar,Life Expectancy at Birth Total Myanmar,64.9325
middle_east_&_north_africa_developing_only,Life Expectancy at Birth Total Middle East & North Africa Developing Only,71.4315
montenegro,Life Expectancy at Birth Total Montenegro,74.6499
mongolia,Life Expectancy at Birth Total Mongolia,67.3394
northern mariana islands,Life Expectancy at Birth Total Northern Mariana Islands,null
mozambique,Life Expectancy at Birth Total Mozambique,49.8363
mauritania,Life Expectancy at Birth Total Mauritania,61.3506
mauritius,Life Expectancy at Birth Total Mauritius,73.5663
malawi,Life Expectancy at Birth Total Malawi,54.7238
malaysia,Life Expectancy at Birth Total Malaysia,74.8423
mayotte,Life Expectancy at Birth Total Mayotte,77.5706
north_america,Life Expectancy at Birth Total North America,78.9904
namibia,Life Expectancy at Birth Total Namibia,63.8811
new_caledonia,Life Expectancy at Birth Total New Caledonia,76.2534
niger,Life Expectancy at Birth Total Niger,57.9662
nigeria,Life Expectancy at Birth Total Nigeria,52.109
nicaragua,Life Expectancy at Birth Total Nicaragua,74.4654
netherlands,Life Expectancy at Birth Total Netherlands,81.1049
high_income_nonoecd,Life Expectancy at Birth Total High Income NonOECD,73.4428
norway,Life Expectancy at Birth Total Norway,81.4512
nepal,Life Expectancy at Birth Total Nepal,67.9827
new_zealand,Life Expectancy at Birth Total New Zealand,81.1561
high_income_oecd,Life Expectancy at Birth Total High Income OECD,80.6851
oecd_members,Life Expectancy at Birth Total OECD Members,79.9551
oman,Life Expectancy at Birth Total Oman,76.591
pakistan,Life Expectancy at Birth Total Pakistan,66.4359
panama,Life Expectancy at Birth Total Panama,77.3681
peru,Life Expectancy at Birth Total Peru,74.5155
philippines,Life Expectancy at Birth Total Philippines,68.5537
palau,Life Expectancy at Birth Total Palau,69.1293
papua_new_guinea,Life Expectancy at Birth Total Papua New Guinea,62.2989
poland,Life Expectancy at Birth Total Poland,76.7976
puerto_rico,Life Expectancy at Birth Total Puerto Rico,78.5355
korea_dem_rep,Life Expectancy at Birth Total Korea Dem Rep,69.5006
portugal,Life Expectancy at Birth Total Portugal,80.3732
paraguay,Life Expectancy at Birth Total Paraguay,72.1937
west_bank_and_gaza,Life Expectancy at Birth Total West Bank And Gaza,73.0179
french_polynesia,Life Expectancy at Birth Total French Polynesia,76.129
qatar,Life Expectancy at Birth Total Qatar,78.4538
romania,Life Expectancy at Birth Total Romania,74.5634
russian_federation,Life Expectancy at Birth Total Russian Federation,70.461
